vmin_mid,best_fit,lo68,hi68,lo95,hi95
5.394499999999999851e+00,8.284897495677241750e-33,7.439120858228455887e-33,3.538610571496792515e-27,6.982442294535779209e-33,9.207169127603418080e-27
6.193500000000000227e+00,8.284897495677241750e-33,7.533980057565948531e-33,6.835830013520381616e-29,7.071478203227500885e-33,1.699451328027620102e-28
6.992500000000000604e+00,8.284897495677241750e-33,7.533980057565948531e-33,1.614907815917405786e-29,7.071478203227500885e-33,4.030740639068313601e-29
7.791500000000000981e+00,8.284897495677241750e-33,7.533980057565948531e-33,6.552556088713493105e-30,6.982442294535779209e-33,1.768873438152816377e-29
8.590500000000000469e+00,8.284897495677241750e-33,7.533980057565948531e-33,4.114827619610961531e-30,6.982442294535779209e-33,9.406167954960366325e-30
9.389499999999999957e+00,8.284897495677241750e-33,7.533980057565948531e-33,2.287323881894259251e-30,6.894527423455817009e-33,5.487422125673744743e-30
1.018849999999999945e+01,8.284897495677241750e-33,7.533980057565948531e-33,1.588980234519056558e-30,6.894527423455817009e-33,3.480226045968449907e-30
1.178650000000000020e+01,8.284897495677241750e-33,7.533980057565948531e-33,7.112617017605166838e-31,6.982442294535779209e-33,1.523661141572299429e-30
1.258549999999999969e+01,8.284897495677241750e-33,7.533980057565948531e-33,4.614094633204333675e-31,6.982442294535779209e-33,1.025099835309355779e-30
1.498250000000000171e+01,8.284897495677241750e-33,7.533980057565948531e-33,1.070361093959666793e-31,6.982442294535779209e-33,2.377989764760435152e-31
1.658050000000000068e+01,8.284897495677241750e-33,7.533980057565948531e-33,4.288464076585062301e-32,6.982442294535779209e-33,9.172186720295283698e-32
1.977649999999999864e+01,8.284897495677241750e-33,7.533980057565948531e-33,1.591082595726188246e-32,6.982442294535779209e-33,2.923005373614099203e-32
2.217350000000000065e+01,8.284897495677241750e-33,7.533980057565948531e-33,1.200231901742934935e-32,6.982442294535779209e-33,2.122723847786666341e-32
2.616850000000000165e+01,8.205649342004418629e-33,7.461914710990268050e-33,1.133559684576350832e-32,6.915652613642598588e-33,1.636918643991474122e-32
3.096249999999999858e+01,8.205649342004418629e-33,7.461914710990268050e-33,1.091279095994316264e-32,6.915652613642598588e-33,1.423953229514235653e-32
3.575650000000000261e+01,8.205649342004418629e-33,7.367962875492858297e-33,1.011390162542487281e-32,6.915652613642598588e-33,1.336538476075888458e-32
4.214849999999999852e+01,8.205649342004418629e-33,7.367962875492858297e-33,9.614070836699774360e-33,6.828578681296893674e-33,1.238694914549817256e-32
5.013850000000000051e+01,8.205649342004418629e-33,7.367962875492858297e-33,9.614070836699774360e-33,6.742601083616582788e-33,1.105194431323928745e-32
5.892750000000000199e+01,7.874465058733210665e-33,7.160747944974583431e-33,9.343686871133004928e-33,6.636533270523994476e-33,1.060588208177189245e-32
7.011350000000001614e+01,7.874465058733210665e-33,6.893659549082776661e-33,9.109878234484048483e-33,6.308554634597030466e-33,1.021029379211199610e-32
8.369650000000001455e+01,7.874465058733210665e-33,6.308554634597030466e-33,8.995177140403319052e-33,5.022021126470568267e-33,9.954799905785992398e-33
9.967650000000000432e+01,7.874465058732827497e-33,5.283113521489480424e-33,8.881920230387482403e-33,1.893036306002640326e-33,9.954799905785506596e-33
1.188524999999999920e+02,7.874465058732827497e-33,0.000000000000000000e+00,9.109878234483605103e-33,0.000000000000000000e+00,9.829460531190340929e-33
1.428224999999999909e+02,7.874465058732827497e-33,0.000000000000000000e+00,8.770089320935055409e-33,0.000000000000000000e+00,9.343686871132549233e-33
1.707875000000000227e+02,1.271090166336249923e-33,0.000000000000000000e+00,8.436813936539267556e-33,0.000000000000000000e+00,9.277903695333318735e-33
