vmin_mid,best_fit,lo68,hi68,lo95,hi95
1.338449999999999918e+01,1.178434099725197035e-31,1.127337711355340768e-31,2.121568195882387854e-30,1.085289195855566625e-31,4.911576707255992460e-30
1.418350000000000222e+01,1.178434099725197035e-31,1.127337711355340768e-31,4.284715107875881597e-31,1.085289195855566625e-31,8.202440862492048664e-31
1.498250000000000171e+01,1.178434099725197254e-31,1.127337711355340768e-31,2.270374466810813530e-31,1.085289195855566844e-31,3.651358188452768651e-31
1.578150000000000119e+01,1.178434099725197473e-31,1.127337711355341206e-31,1.842045860918113258e-31,1.085289195855567063e-31,2.745619000593341395e-31
1.658050000000000068e+01,1.178434099725197473e-31,1.127337711355341206e-31,1.627933793783350485e-31,1.085289195855567063e-31,2.234642399976553258e-31
1.737950000000000017e+01,1.178434099725197473e-31,1.127337711355341206e-31,1.508758144773925674e-31,1.085289195855567063e-31,1.993803564901211221e-31
1.817849999999999966e+01,1.178434099725197473e-31,1.127337711355341206e-31,1.398306950881197863e-31,1.085289195855567063e-31,1.734406921003255016e-31
1.897749999999999915e+01,1.178434099725197473e-31,1.127337711355341206e-31,1.363316882580391598e-31,1.085289195855567063e-31,1.587197734652861424e-31
2.057549999999999812e+01,1.178434099725197254e-31,1.127337711355340768e-31,1.279624520584937335e-31,1.085289195855566844e-31,1.471004237806811355e-31
2.137450000000000117e+01,1.178434099725197473e-31,1.127337711355341206e-31,1.263512962477823481e-31,1.085289195855567063e-31,1.416137320936542056e-31
2.297250000000000369e+01,1.178434099725197473e-31,1.127337711355341206e-31,1.231895866654769175e-31,1.085289195855567063e-31,1.363316882580391598e-31
2.457050000000000267e+01,1.178434099725197254e-31,1.127337711355340768e-31,1.231895866654769175e-31,1.085289195855566844e-31,1.329202376600807334e-31
2.696750000000000114e+01,1.160286642939064299e-31,1.109977120377050369e-31,1.244055322130660811e-31,1.082201977566060111e-31,1.325421321833867762e-31
2.936450000000000315e+01,1.160286642939064080e-31,1.109977120377050369e-31,1.244055322130660592e-31,1.082201977566060111e-31,1.325421321833867762e-31
3.176149999999999807e+01,1.160286642939064299e-31,1.109977120377050369e-31,1.228391610402309328e-31,1.068576136731735729e-31,1.308733143153630709e-31
3.495750000000000313e+01,1.160286642939064299e-31,1.096001566935524331e-31,1.212925118090766873e-31,1.068576136731735729e-31,1.259918768099324081e-31
3.815350000000000108e+01,1.135663046147647896e-31,1.086421191998327277e-31,1.217653986887529776e-31,1.059235493116183245e-31,1.264830852497658023e-31
4.214849999999999852e+01,1.135663046147648772e-31,1.072742227675512830e-31,1.202322690363821353e-31,1.032730066516239726e-31,1.248905559219931483e-31
4.694250000000000256e+01,1.107265268170132478e-31,1.045917813768612743e-31,1.187205987641305608e-31,1.006906175143603516e-31,1.217676100001442164e-31
5.253549999999999898e+01,1.107265268170132478e-31,1.006906175143603516e-31,1.172258057254466139e-31,9.571446957132499654e-32,1.202344525054871880e-31
5.892750000000000199e+01,1.107265268170132478e-31,9.693496297660501757e-32,1.157498333990211701e-31,8.432358815756668674e-32,1.187205987641305608e-31
6.691750000000001819e+01,2.083720734633961363e-32,0.000000000000000000e+00,1.125693823925064156e-31,0.000000000000000000e+00,1.161923172348121613e-31
