vmin_mid,best_fit,lo68,hi68,lo95,hi95
4.294750000000000512e+01,8.005092759515144248e-31,7.561574772307009850e-31,3.996365650036680712e-28,7.466368132104755677e-31,7.834372584125336124e-28
4.374649999999999750e+01,8.005092759515144248e-31,7.561574772307009850e-31,1.553662372268143557e-28,7.372360224258069393e-31,3.244964211242002591e-28
4.454550000000000409e+01,8.005092759515144248e-31,7.561574772307009850e-31,6.902622382180042736e-29,7.372360224258069393e-31,1.028854469290376671e-28
4.694250000000000256e+01,8.005092759515144248e-31,7.561574772307009850e-31,1.635861692516078894e-29,7.372360224258069393e-31,3.787132650672403318e-29
4.933950000000000102e+01,8.005092759515144248e-31,7.561574772307009850e-31,7.398191746946192598e-30,7.372360224258069393e-31,1.729086248535780065e-29
5.413349999999999795e+01,8.005092759515144248e-31,7.561574772307009850e-31,2.605151983399021826e-30,7.372360224258069393e-31,5.229858232013360933e-30
6.052549999999999386e+01,8.005092759515231830e-31,7.561574772307093052e-31,1.299780633524150774e-30,7.372360224258149967e-31,2.012419192007889256e-30
7.171150000000000091e+01,8.005092759515231830e-31,7.466368132104838003e-31,1.064606836808908663e-30,7.372360224258149967e-31,1.193204595837896388e-30
8.849049999999999727e+01,7.838697025392518995e-31,7.404398107006587293e-31,8.620331818722115386e-31,7.311170454339608927e-31,9.184134652668774043e-31
1.148575000000000159e+02,7.380322357882482395e-31,7.150343692852096563e-31,7.813522737384087791e-31,6.971419448765726261e-31,7.913156084522644842e-31
1.572044999999999959e+02,4.874777177015959844e-31,0.000000000000000000e+00,7.174645808481612453e-31,0.000000000000000000e+00,7.266132580896376680e-31
