vmin_mid,best_fit,lo68,hi68,lo95,hi95
4.595499999999999474e+00,9.001949345642876411e-33,8.290424020098820114e-33,9.662745292859873947e-32,7.781484992752032003e-33,2.146743705052278914e-31
5.394499999999999851e+00,9.001949345642876411e-33,8.503201039449491880e-33,2.883531474626610371e-32,7.880709813821139172e-33,6.782146954988754611e-32
6.193500000000000227e+00,9.001949345642876411e-33,8.503201039449491880e-33,1.841859123670832974e-32,7.880709813821139172e-33,3.257502387998447212e-32
6.992500000000000604e+00,9.001949345642876411e-33,8.503201039449491880e-33,1.393778205277822432e-32,7.880709813821139172e-33,2.012687607764488462e-32
7.791500000000000981e+00,9.001949345642876411e-33,8.503201039449491880e-33,1.291744312484709750e-32,7.880709813821139172e-33,1.889131168315161171e-32
8.590500000000000469e+00,9.001949345642876411e-33,8.396138525845158024e-33,1.308215859804111567e-32,7.880709813821139172e-33,1.795769975292437168e-32
9.389499999999999957e+00,9.001949345642876411e-33,8.396138525845158024e-33,1.275480155917423919e-32,7.781484992752032003e-33,1.685529844950707815e-32
1.098750000000000071e+01,9.001949345642876411e-33,8.396138525845158024e-33,1.197179983528291354e-32,7.683509496343874629e-33,1.523048145041650558e-32
1.178650000000000020e+01,9.001949345642875043e-33,8.290424020098818746e-33,1.167222748912804800e-32,7.586767594539492441e-33,1.466240044958941425e-32
1.338449999999999918e+01,9.001949345642876411e-33,8.290424020098820114e-33,1.109538396344025105e-32,7.586767594539493809e-33,1.376229355453893132e-32
1.498250000000000171e+01,9.001949345642875043e-33,8.186040549648144728e-33,1.081774231797764692e-32,7.491243755336477656e-33,1.308215859804111567e-32
1.658050000000000068e+01,9.001949345642875043e-33,7.981199890188607203e-33,1.081774231797764692e-32,7.121025177636548886e-33,1.341791738509658610e-32
1.817849999999999966e+01,9.001949345642875043e-33,7.781484992752032003e-33,1.095568366810205653e-32,6.683874120123433395e-33,1.358901460534392779e-32
2.057549999999999812e+01,9.001949345642875043e-33,7.586767594539492441e-33,1.081774231797764692e-32,6.434572618268535777e-33,1.324897442397888720e-32
2.377150000000000318e+01,8.922982964932809650e-33,7.811579105845652692e-33,1.019292254035147289e-32,6.541824805947177383e-33,1.201809957093912429e-32
2.696750000000000114e+01,8.922982964932809650e-33,7.811579105845652692e-33,9.937863337758672672e-33,6.709723333205753343e-33,1.156983704854118556e-32
3.096249999999999858e+01,8.922982964932809650e-33,7.713224699027457496e-33,1.019292254035147289e-32,6.378127631569438300e-33,1.156983704854118556e-32
3.495750000000000313e+01,8.799173225999902114e-33,7.900895951320447596e-33,9.799971752597713135e-33,6.369830282117379914e-33,1.112380436611778675e-32
3.975150000000000006e+01,8.799173225999902114e-33,7.703190512754150121e-33,9.799971752597713135e-33,6.210436955426572874e-33,1.098374623380335654e-32
4.534450000000000358e+01,8.799173225999902114e-33,7.322497489202239061e-33,9.799971752597713135e-33,5.541106416603230747e-33,1.070889811788910118e-32
5.253549999999999898e+01,8.799173225999902114e-33,6.074395443279202308e-33,9.676581795778287483e-33,7.799038461745572040e-34,1.057406400716835281e-32
6.052549999999999386e+01,5.304333713552750194e-33,0.000000000000000000e+00,9.561414935568702271e-33,0.000000000000000000e+00,1.031666377007660091e-32
