4.389113080393547e-22,2.4789836042722727e-21,5.2832804543780274e-21,4.8293211718719994e-21,5.816256917948372e-21,5.590551845228179e-21,9.434865549841352e-21,6.7227650349637686e-21,1.7255491969581788e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.240884247916655e-21,5.937681864322451e-21,7.985339852386156e-21,8.73832698012944e-21,9.527273231713178e-21,1.026442545624217e-20,9.174851398184744e-21,5.9377822575418346e-21,4.151557711438502e-21,3.196310247883073e-21,2.5971544468544997e-21,1.137671872893473e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4.775517935253908e-22,4.284121189351853e-21,7.730223901960868e-21,9.76401928315653e-21,1.1377781180847413e-20,1.2462553633054313e-20,1.2109008994276604e-20,1.0611389780070477e-20,8.236548175930826e-21,6.5198489641105054e-21,5.376304993930348e-21,4.570728125952234e-21,3.994588771516737e-21,3.585376538718435e-21,3.2696694888590324e-21,2.9739810463215493e-21,2.7024901838271854e-21,6.393511999442252e-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.803668661288932e-23,9.866138246062135e-22,3.1609757751711627e-21,6.7637882895142614e-21,1.0081599351312236e-20,1.2242136494611381e-20,1.2850216400905123e-20,1.3258122632927534e-20,1.3146502008070056e-20,1.1819455135144768e-20,9.968820611051631e-21,8.515249756442117e-21,7.435329997775405e-21,6.5405583404519245e-21,5.7893834832753316e-21,5.184234046285853e-21,4.674249503123584e-21,4.200650348009974e-21,3.675172249084224e-21,3.1509716349408687e-21,2.118986122520174e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.631989485361789e-23,1.1448939924993697e-21,2.8909163904758806e-21,4.620757920579413e-21,7.295232320263065e-21,9.708932623421625e-21,1.1078068990027842e-20,1.2424936906301363e-20,1.3530242264117608e-20,1.4299380144547164e-20,1.416117083735238e-20,1.2922987766696545e-20,1.1289942891661561e-20,9.8974713448493e-21,8.751852715205436e-21,7.717505136714193e-21,6.6826804084488734e-21,5.802974240353678e-21,5.192001292141058e-21,4.7115340230264336e-21,4.299112520260921e-21,3.935129687351758e-21,3.584764403879603e-21,3.2495187407564995e-21,2.257354780142531e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9932628186850196e-22,2.5589688282082772e-21,4.321547072399397e-21,6.320101519099899e-21,6.996988491431405e-21,6.639424810218835e-21,7.830881930962617e-21,9.941787609171254e-21,1.1930172515624247e-20,1.3424664359450873e-20,1.4486079781098876e-20,1.4960019863334665e-20,1.449620094324469e-20,1.3123215620192355e-20,1.1382376669996895e-20,9.956895515825899e-21,8.89646886052277e-21,8.0186567458307e-21,7.268699787757845e-21,6.5987255777071604e-21,5.968792782911021e-21,5.4305619786393994e-21,4.9910745577528484e-21,4.611121917795702e-21,4.273621288076823e-21,3.968683624761504e-21,3.6863317522079225e-21,3.412476321477248e-21,3.1573895925063396e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8799864825995937e-22,2.1573303094031304e-21,5.040798551808829e-21,7.147163129525997e-21,7.866275890673065e-21,6.7670231413142996e-21,6.2901641199093925e-21,6.507439380233838e-21,7.308870433132939e-21,8.80307153637752e-21,1.0671517648953513e-20,1.2314176206512662e-20,1.338228918006308e-20,1.398160009421234e-20,1.4162260863083908e-20,1.3690251890390665e-20,1.2672864391741574e-20,1.1479909352413971e-20,1.0338178841273367e-20,9.330781943714796e-21,8.500682052526357e-21,7.795132231324867e-21,7.178105466868914e-21,6.630008302838477e-21,6.1342295592947964e-21,5.669390900771075e-21,5.2374652065979414e-21,4.85018054379126e-21,4.489379694083899e-21,4.140522779067931e-21,3.785933372516711e-21,3.398845240873618e-21,3.03497750330106e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6899172809660742e-22,2.4438195722160067e-21,6.249643924799096e-21,8.807781424783133e-21,9.170098387092488e-21,7.667989196685753e-21,6.945487217383932e-21,6.586278487647632e-21,6.329993912182184e-21,6.270604849017115e-21,6.4324647291077114e-21,6.965400575044624e-21,8.219137694403752e-21,1.001101213753013e-20,1.1722565733637912e-20,1.3087819800624747e-20,1.389666557464842e-20,1.3977360613936997e-20,1.345910093589073e-20,1.2557664993900409e-20,1.1542372203539361e-20,1.0596988765479699e-20,9.751781392407967e-21,8.979075350016691e-21,8.26873008487193e-21,7.635728401890697e-21,7.05826359463555e-21,6.51431390957977e-21,5.980737001895481e-21,5.4227205059771515e-21,4.895659249444383e-21,4.47473169450271e-21,4.018806595211522e-21,3.61305074359661e-21,3.3738887808294604e-21,3.1582239004525525e-21,2.959378725591393e-21,7.105933181492806e-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.636393351567072e-22,3.539781116071631e-21,8.1780396583254e-21,1.0816923455595083e-20,1.0595641449266434e-20,8.565184689354522e-21,7.536204821870926e-21,6.894081233101413e-21,6.425990814701914e-21,5.77238770680382e-21,5.028762546238687e-21,4.7506098161820395e-21,4.966567117142365e-21,5.6771311342376916e-21,6.926920451167018e-21,8.53411630479116e-21,1.0275026061852225e-20,1.1896035514449416e-20,1.3138959041139402e-20,1.3825655671473452e-20,1.3885453107925985e-20,1.3392342787129442e-20,1.2543408080273657e-20,1.1602437135217728e-20,1.0704875627045059e-20,9.868493374203252e-21,9.067454313220699e-21,8.259616517576687e-21,7.497973333345648e-21,6.874891928322858e-21,6.23323907955709e-21,5.6601453503958086e-21,5.287878538588482e-21,4.953012450419144e-21,4.645224688331998e-21,4.36153827822869e-21,4.099543333142012e-21,3.857152306261925e-21,3.6324745820795e-21,3.4238446502850536e-21,3.2298119219303885e-21,3.0491375971694694e-21,2.880717727192372e-21,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3015167599644934e-21,5.80722519872175e-21,1.1438254409772577e-20,1.3260023909349588e-20,1.1555309883636619e-20,9.127886629514323e-21,7.91645231091871e-21,6.97970006281144e-21,5.8698184729798264e-21,4.966672906975288e-21,4.63203493603451e-21,4.52308853901429e-21,4.4568523073385916e-21,4.392317573023052e-21,4.44692516434788e-21,4.909956990176027e-21,5.8849970068901486e-21,7.326489206864696e-21,9.053097698433121e-21,1.0766264890516801e-20,1.2204110741804938e-20,1.319984128224857e-20,1.365629869561372e-20,1.3551455095415245e-20,1.2969460780372036e-20,1.2050400734244186e-20,1.1029223223598674e-20,1.0137061475077877e-20,9.242982141653106e-21,8.438550615632985e-21,7.87402611279767e-21,7.366382602793136e-21,6.90189622581438e-21,6.4761771854966444e-21,6.085295907751928e-21,5.725580110222939e-21,5.393762267532804e-21,5.086883085714841e-21,4.802318953744485e-21,4.537827562828922e-21,4.291545873601363e-21,4.0619172339850476e-21,3.847521520335659e-21,3.6470474952168695e-21,3.459323884933689e-21,3.2833254931325948e-21,3.118169608053312e-21,2.9630545929199143e-21,2.8172417778580515e-21
