vmin_mid,best_fit,lo68,hi68,lo95,hi95
1.737950000000000017e+01,8.952795155237301426e-32,8.456770211314217268e-32,1.205021764083097236e-27,8.141341542755830608e-32,2.832001389957757524e-27
1.817849999999999966e+01,8.952795155237301426e-32,8.456770211314217268e-32,1.892004948946794311e-29,8.038835147148460423e-32,4.421945052635221075e-29
1.897749999999999915e+01,8.952795155237301426e-32,8.456770211314217268e-32,4.172256688026647140e-30,8.038835147148460423e-32,7.677074666968954735e-30
1.977649999999999864e+01,8.952795155237301426e-32,8.456770211314217268e-32,1.026281129744971552e-30,8.038835147148460423e-32,2.251350732784284092e-30
2.057549999999999812e+01,8.952795155237301426e-32,8.456770211314217268e-32,4.214071459450271869e-31,8.038835147148460423e-32,9.362278632036514017e-31
2.217350000000000065e+01,8.952795155237496294e-32,8.456770211314401188e-32,1.757944332486588471e-31,8.038835147148635586e-32,2.993125286701384015e-31
2.297250000000000369e+01,8.952795155237496294e-32,8.456770211314401188e-32,1.573418566066045128e-31,8.038835147148635586e-32,2.001697540380195334e-31
2.457050000000000267e+01,8.952795155237496294e-32,8.456770211314401188e-32,1.205825272072295447e-31,8.038835147148635586e-32,1.634379197771868410e-31
2.616850000000000165e+01,8.952795155237496294e-32,8.456770211314401188e-32,1.075867318247850396e-31,8.038835147148635586e-32,1.334465026920130441e-31
2.776650000000000063e+01,8.952795155237496294e-32,8.350292301219478353e-32,1.022697767053922502e-31,8.038835147148635586e-32,1.236773255749274676e-31
3.016349999999999909e+01,8.952795155237255446e-32,8.456770211314174572e-32,9.845522118432475762e-32,8.038835147148419917e-32,1.131801128116437206e-31
3.256050000000000466e+01,8.824684187982161973e-32,8.335757165350338933e-32,9.704636580468844070e-32,8.024842156618669810e-32,1.087689517706006623e-31
3.575650000000000261e+01,8.824684187982161973e-32,8.335757165350338933e-32,9.828384275045734322e-32,7.923802587098950065e-32,1.087689517706006623e-31
3.975150000000000006e+01,8.824684187982161973e-32,8.230802912148827444e-32,9.704636580468844070e-32,7.923802587098950065e-32,1.060472081297912781e-31
4.374649999999999750e+01,8.824684187982161973e-32,8.230802912148827444e-32,9.461795838977056818e-32,7.824035191462465890e-32,1.020917583742851759e-31
4.933950000000000102e+01,8.824684187982161973e-32,8.127170122018587715e-32,9.342663803755003583e-32,7.725523951960951502e-32,9.953709925869220726e-32
5.573150000000000404e+01,8.824684187982161973e-32,7.923802587098950065e-32,9.342663803755003583e-32,7.628253052523183732e-32,9.828384275045734322e-32
6.372150000000000603e+01,8.280934033575120493e-32,7.723645912641720995e-32,9.222789179143515764e-32,7.435562012315145174e-32,9.580117525570707489e-32
7.330949999999999989e+01,8.280934033575121588e-32,7.435562012315145174e-32,9.106666440497098054e-32,7.249500702599255085e-32,9.459495719952558672e-32
8.369650000000001455e+01,8.280934033575121588e-32,7.158223339639611370e-32,8.992005785626945449e-32,6.804462689177265861e-32,9.222789179143515764e-32
9.727949999999999875e+01,8.280934033575121588e-32,6.306330479968372448e-32,8.878788805658158886e-32,5.485868027893140882e-32,9.222789179143515764e-32
1.132595000000000027e+02,8.280934033575121588e-32,4.465138223921127727e-32,8.766997323499187159e-32,2.883941980135097435e-32,9.106666440497098054e-32
1.316365000000000123e+02,8.280934033575121588e-32,0.000000000000000000e+00,8.766997323499187159e-32,0.000000000000000000e+00,9.106666440497098054e-32
1.548075000000000045e+02,7.099599729855325322e-33,0.000000000000000000e+00,8.554743579884413900e-32,0.000000000000000000e+00,8.746554110545204214e-32
