vmin_mid,best_fit,lo68,hi68,lo95,hi95
4.595499999999999474e+00,8.292946827696516425e-33,7.734850272903369641e-33,5.195140371487599292e-32,7.352592618462971757e-33,1.247331586997016889e-31
5.394499999999999851e+00,8.292946827696516425e-33,7.833480436045756180e-33,1.950563512552057197e-32,7.352592618462971757e-33,4.067480719931637518e-32
6.193500000000000227e+00,8.292946827696516425e-33,7.833480436045756180e-33,1.480757574032601236e-32,7.352592618462971757e-33,2.720325366856018922e-32
6.992500000000000604e+00,8.277267285766449060e-33,7.818669610954592047e-33,1.422831612711217009e-32,7.432269590155476715e-33,2.202936072875704911e-32
9.389499999999999957e+00,8.277267285766449060e-33,7.818669610954592047e-33,1.249506098288125821e-32,7.338691011874725480e-33,1.651205477671813028e-32
1.178650000000000020e+01,8.277267285766447691e-33,7.720225928662822778e-33,1.158033889299423348e-32,7.246290667269007836e-33,1.436381326068286044e-32
1.578150000000000119e+01,8.277267285766447691e-33,7.527041426239133269e-33,1.046401742619060104e-32,6.715813693033008659e-33,1.348203626928167912e-32
2.137450000000000117e+01,8.260999764016397794e-33,7.232049349818779413e-33,9.802341424052286996e-33,6.056496284992425024e-33,1.200536738673736354e-32
3.016349999999999909e+01,8.228940552873404382e-33,7.295844146107164354e-33,9.641359761906545110e-33,6.032992290471919769e-33,1.094376621916074653e-32
4.374649999999999750e+01,8.125511258473299002e-33,6.848112907310362085e-33,9.165085156970523856e-33,5.521059540728942260e-33,1.014283403573306201e-32
6.292249999999999943e+01,7.401077377067006253e-33,0.000000000000000000e+00,8.893956727192299248e-33,0.000000000000000000e+00,9.718852141708463557e-33
