vmin_mid,median,lo68,hi68,lo95,hi95
3.415850000000000364e+01,7.843986591422851719e-33,7.099674449734123018e-33,8.576419765894603423e-33,6.259483124904301949e-33,9.243680905065443326e-33
3.495750000000000313e+01,7.831077158682789567e-33,7.078135313175859528e-33,8.558166157384770582e-33,6.211982692446713147e-33,9.202432577875521193e-33
3.575650000000000261e+01,7.786809206080532163e-33,7.063301754182354595e-33,8.530905982607412102e-33,6.211982692446714515e-33,9.172125536120925258e-33
3.655549999999999500e+01,7.784127838627502942e-33,7.027271800078447161e-33,8.512300582803769310e-33,6.202354238218766280e-33,9.117670353298891497e-33
3.735450000000000159e+01,7.777939031461212983e-33,7.014877438510851688e-33,8.505698717530715618e-33,6.191518118495269661e-33,9.117670353298891497e-33
3.815350000000000108e+01,7.769445245014504144e-33,7.010333950458892328e-33,8.505698716733324790e-33,6.191518118495271030e-33,9.117670348427198015e-33
3.895250000000000057e+01,7.750092261195081956e-33,6.993801075589841994e-33,8.505698719401665284e-33,6.191518118495271030e-33,9.117670352970919233e-33
3.975150000000000006e+01,7.734452240978415806e-33,6.930181337027597713e-33,8.483591573286839084e-33,5.884673868551863445e-33,9.047954520522923948e-33
4.055049999999999955e+01,7.732937020865751226e-33,6.900642863232823830e-33,8.478025820109556617e-33,5.783424848934685005e-33,9.027014140299020875e-33
4.134950000000000614e+01,7.720447192825389558e-33,6.893306008318295798e-33,8.467928687076434446e-33,5.727045222796876705e-33,9.027014140299020875e-33
4.214849999999999852e+01,7.711815051055521941e-33,6.878245222083037998e-33,8.441720765387361632e-33,5.692124942164015685e-33,8.981007072271524627e-33
4.294750000000000512e+01,7.702912199813765843e-33,6.850370160241140067e-33,8.437232525649716488e-33,5.692124942164015685e-33,8.981007072271524627e-33
4.374649999999999750e+01,7.686119619771837853e-33,6.826636672356719368e-33,8.429113657528576338e-33,5.673256476909159888e-33,8.981007072271524627e-33
4.454550000000000409e+01,7.665245825400826279e-33,6.782182553809076576e-33,8.428054822760429152e-33,5.544119390413381189e-33,8.981007072271524627e-33
4.534450000000000358e+01,7.660174998740828464e-33,6.769154446306664684e-33,8.415772452639583555e-33,5.460029035128543930e-33,8.930047553932371822e-33
4.614350000000000307e+01,7.619452584088706638e-33,6.607901847731290632e-33,8.399058655042083255e-33,5.136277258324346212e-33,8.900949235175571632e-33
4.694250000000000256e+01,7.619452584088706638e-33,6.607901847731290632e-33,8.399058655042083255e-33,5.136277258324346212e-33,8.900949235175571632e-33
4.774150000000000205e+01,7.619452584088706638e-33,6.607901847731290632e-33,8.399058655042083255e-33,5.136277258324346212e-33,8.900949235175571632e-33
4.854050000000000153e+01,7.619452584088706638e-33,6.607901847731290632e-33,8.399058655042083255e-33,5.136277258324346212e-33,8.900949235175571632e-33
4.933950000000000102e+01,7.619452584088706638e-33,6.607901847731290632e-33,8.399058655042083255e-33,5.136277258324346212e-33,8.900949235175571632e-33
5.013850000000000051e+01,7.612977608029046288e-33,6.602561629864381116e-33,8.386612148298578722e-33,5.072896424888600908e-33,8.900949235175571632e-33
5.093750000000000000e+01,7.612977608029047656e-33,6.597099020770720274e-33,8.386612148298578722e-33,5.072896424888600908e-33,8.900949235175571632e-33
5.173649999999999949e+01,7.523415483329854020e-33,6.372077860638013668e-33,8.289287787595285794e-33,4.464909233370276755e-33,8.838490833452739807e-33
5.253549999999999898e+01,7.516692185282392962e-33,6.372077860638013668e-33,8.285323685624502803e-33,4.464909233370276755e-33,8.831230771351107263e-33
5.333450000000000557e+01,7.495512757450491282e-33,6.349296056520123765e-33,8.281010835914645882e-33,4.216653307185558161e-33,8.831230771351107263e-33
5.413349999999999795e+01,7.474888902897588372e-33,6.339533536248138908e-33,8.281010835914645882e-33,4.064816059629409436e-33,8.831230771351107263e-33
5.493250000000000455e+01,7.465559912346420751e-33,6.325129813479069053e-33,8.269020407514788857e-33,4.064816059629409436e-33,8.810028014184649196e-33
5.573150000000000404e+01,7.441999573673665768e-33,6.245390992919301051e-33,8.269020407514788857e-33,3.487602952726147378e-33,8.785469059174930401e-33
5.653050000000000352e+01,7.430257046796149610e-33,6.181774303612524002e-33,8.254767130379004473e-33,8.839608073275783059e-34,8.778110556006399876e-33
5.732950000000001012e+01,7.318239917268847408e-33,5.432689444365275254e-33,8.202280686567101933e-33,0.000000000000000000e+00,8.736178356229789901e-33
5.812850000000000250e+01,7.293533407991981956e-33,4.881859391333322524e-33,8.158180444105749766e-33,0.000000000000000000e+00,8.691882159422063534e-33
5.892750000000000199e+01,7.232988979255823331e-33,4.169885624996224125e-33,8.144712034939102172e-33,0.000000000000000000e+00,8.642811671595236398e-33
5.972650000000000148e+01,7.193642537377651047e-33,1.922011471467436198e-33,8.123632177636114687e-33,0.000000000000000000e+00,8.616417689115363093e-33
6.052549999999999386e+01,7.164394384647969430e-33,0.000000000000000000e+00,8.097910070371889653e-33,0.000000000000000000e+00,8.616417689115363093e-33
6.132450000000000045e+01,7.065464971749328956e-33,0.000000000000000000e+00,8.051203961535558043e-33,0.000000000000000000e+00,8.597864566761845868e-33
6.212349999999999994e+01,6.907237235440296015e-33,0.000000000000000000e+00,8.014028475883715066e-33,0.000000000000000000e+00,8.597864566761845868e-33
6.292249999999999943e+01,6.832185982947221099e-33,0.000000000000000000e+00,7.994590281214167909e-33,0.000000000000000000e+00,8.597864566761900606e-33
