vmin_mid,best_fit,lo68,hi68,lo95,hi95
4.294750000000000512e+01,7.944237160173454517e-31,7.504090845691821528e-31,8.617934247698629961e-28,7.409607976884212424e-31,1.670810458764664161e-27
4.374649999999999750e+01,7.944237160173454517e-31,7.504090845691821528e-31,3.240778493832206330e-28,7.316314727536400581e-31,6.704640139811961219e-28
4.454550000000000409e+01,7.944237160173454517e-31,7.504090845691821528e-31,1.463909377418255044e-28,7.316314727536400581e-31,2.306370118829628477e-28
4.614350000000000307e+01,7.944237160173454517e-31,7.504090845691821528e-31,5.666505015401181811e-29,7.316314727536400581e-31,1.117907082696994888e-28
4.933950000000000102e+01,7.944237160173456269e-31,7.504090845691823280e-31,1.596641208764561213e-29,7.316314727536403208e-31,3.032418997539109872e-29
5.333450000000000557e+01,7.944237160173456269e-31,7.504090845691823280e-31,5.942655195089901638e-30,7.316314727536403208e-31,1.143050081267775839e-29
6.052549999999999386e+01,7.944237160173458020e-31,7.504090845691825031e-31,1.965689072142057019e-30,7.316314727536404960e-31,3.141379039138033111e-30
7.011350000000001614e+01,7.944237160173458020e-31,7.504090845691825031e-31,1.056513578046810252e-30,7.316314727536404960e-31,1.327169572061528005e-30
8.689249999999999829e+01,7.646938138408619309e-31,7.408651443144845042e-31,8.735268062483124476e-31,7.315370237368155504e-31,9.189410329537075178e-31
1.124605000000000246e+02,7.646938138408953869e-31,7.132316506504944965e-31,7.893205723329184004e-31,7.042514591971177443e-31,7.993855140026445722e-31
1.524105000000000132e+02,3.636006055269288341e-31,0.000000000000000000e+00,7.253351750078949093e-31,0.000000000000000000e+00,7.345842133369958997e-31
