vmin_mid,best_fit,lo68,hi68,lo95,hi95
1.737950000000000017e+01,8.276879715878185875e-32,7.818303514173751248e-32,1.165526953129017156e-27,7.622664799952257579e-32,2.069523181222093577e-27
1.817849999999999966e+01,8.276879715878185875e-32,7.818303514173751248e-32,1.704714051617395834e-29,7.622664799952257579e-32,3.602995569597917890e-29
1.977649999999999864e+01,8.276879715878185875e-32,7.818303514173751248e-32,1.050018992320610960e-30,7.622664799952257579e-32,2.081378931428909942e-30
2.137450000000000117e+01,8.276879715878022755e-32,7.818303514173595792e-32,2.266480992058192341e-31,7.622664799952106501e-32,4.163791456694688092e-31
2.457050000000000267e+01,8.276879715878022755e-32,7.818303514173595792e-32,1.100752108399344882e-31,7.622664799952106501e-32,1.510987328038795186e-31
3.016349999999999909e+01,8.179727258840838630e-32,7.825057854013962710e-32,9.110071369402387059e-32,7.533191394525478307e-32,1.047256705036225875e-31
3.895250000000000057e+01,8.179727258840857241e-32,7.726533738323507768e-32,8.995367843589235289e-32,7.533191394525495823e-32,9.583699475046094852e-32
5.333450000000000557e+01,8.179727258840857241e-32,7.629250124818923942e-32,8.659850047646269142e-32,7.344687088477823723e-32,9.110071369402406765e-32
7.570650000000000546e+01,7.837381471877852436e-32,7.217905046375638481e-32,8.510366011074899297e-32,7.037290203259638864e-32,8.728787928823587764e-32
1.124605000000000246e+02,7.837381471877852436e-32,5.258233507713614137e-32,8.297409701442942767e-32,4.029767403794752648e-32,8.510366011074899297e-32
1.715865000000000009e+02,9.635627152306488218e-33,0.000000000000000000e+00,8.021425751424794067e-32,0.000000000000000000e+00,8.332208394730459496e-32
