vmin_mid,best_fit,lo68,hi68,lo95,hi95
1.338449999999999918e+01,8.258968145799419135e-32,8.001609946984320701e-32,1.659896176006063840e-30,7.801384325288772537e-32,3.152555922039679849e-30
1.418350000000000222e+01,8.258968145799419135e-32,8.001609946984320701e-32,2.909278592875241031e-31,7.801384325288772537e-32,5.840394224646039741e-31
1.498250000000000171e+01,8.258968145799419135e-32,8.001609946984320701e-32,1.621706516495206267e-31,7.801384325288772537e-32,2.658174477542839118e-31
1.578150000000000119e+01,8.258968145799419135e-32,8.001609946984320701e-32,1.231046165796513543e-31,7.801384325288772537e-32,1.846569248694770314e-31
1.737950000000000017e+01,8.258968145799420230e-32,8.001609946984321796e-32,1.057401976089206037e-31,7.801384325288773632e-32,1.362376534003405888e-31
1.977649999999999864e+01,8.258968145799419135e-32,8.001609946984320701e-32,9.198324939811740378e-32,7.801384325288772537e-32,1.098370027324644257e-31
2.377150000000000318e+01,8.258968145799419135e-32,8.001609946984320701e-32,8.633650981430577279e-32,7.801384325288772537e-32,9.315616452567782742e-32
2.936450000000000315e+01,8.220561084838099260e-32,7.964399690739557414e-32,8.814057139008301481e-32,7.765105187498848100e-32,9.390530353501953760e-32
3.735450000000000159e+01,8.169768723339688526e-32,7.915190073046188526e-32,8.540404867912850587e-32,7.717126950285323951e-32,8.984416293839255980e-32
4.933950000000000102e+01,8.113051661116499954e-32,7.761273281113930372e-32,8.481114734898336063e-32,7.284818172776099332e-32,8.698785907046804326e-32
6.691750000000001819e+01,6.334308098461784320e-32,0.000000000000000000e+00,8.318005702755297043e-32,0.000000000000000000e+00,8.531490616926558296e-32
