vmin_mid,best_fit,lo68,hi68,lo95,hi95
5.653050000000000352e+01,8.384529429125802084e-31,8.226841520524226175e-31,1.921736783675350255e-28,8.020979891558104541e-31,3.398773598629290615e-28
5.732950000000001012e+01,8.384529429125802084e-31,8.020979891558104541e-31,4.570764616982788125e-29,7.820269572505375208e-31,7.189783454069345469e-29
5.812850000000000250e+01,8.384529429125802084e-31,8.020979891558104541e-31,1.861953303787080895e-29,7.820269572505375208e-31,3.066504289037768923e-29
5.892750000000000199e+01,8.384529429125802084e-31,8.020979891558104541e-31,1.050283039192732295e-29,7.820269572505375208e-31,1.699866136724845588e-29
5.972650000000000148e+01,8.384529429125802084e-31,8.020979891558104541e-31,5.995370855521931160e-30,7.820269572505375208e-31,9.460600832462178794e-30
6.052549999999999386e+01,8.384529429125803835e-31,8.020979891558106292e-31,4.099496283661464902e-30,7.820269572505376959e-31,6.227655895590511689e-30
6.212349999999999994e+01,8.384529429125803835e-31,8.020979891558106292e-31,2.238506846715847044e-30,7.820269572505376959e-31,3.232519329991158983e-30
6.292249999999999943e+01,8.384529429125810842e-31,8.020979891558113299e-31,1.845231376471264721e-30,7.820269572505383966e-31,2.549021818414025055e-30
6.452049999999999841e+01,8.384529429125812593e-31,8.020979891558115051e-31,1.361389468002991280e-30,7.820269572505385717e-31,1.810491761818314751e-30
6.611850000000001160e+01,8.384529429125812593e-31,8.020979891558115051e-31,1.158270861801087775e-30,7.820269572505385717e-31,1.418586297673198470e-30
6.851550000000000296e+01,8.384529429125810842e-31,8.020979891558113299e-31,1.007578196001343904e-30,7.820269572505383966e-31,1.143687249191699121e-30
7.091249999999999432e+01,8.384529429125810842e-31,8.020979891558113299e-31,9.220591839277769932e-31,7.820269572505383966e-31,1.007578196001343904e-30
7.330949999999999989e+01,8.384529429125810842e-31,8.020979891558113299e-31,8.989863430163541005e-31,7.820269572505383966e-31,9.457241984487986878e-31
7.650550000000001205e+01,8.384529429125961481e-31,8.020979891558256932e-31,8.654550943074426948e-31,7.820269572505524971e-31,8.989863430163702154e-31
8.129950000000000898e+01,8.384529429125847626e-31,7.919988951231560683e-31,8.545582805806528065e-31,7.721805745340617573e-31,8.764908576554279819e-31
8.609350000000000591e+01,8.009957471281061547e-31,7.760358708941373849e-31,8.588248673574348991e-31,7.566169957255988897e-31,8.808669480733947644e-31
9.168649999999999523e+01,8.009957471281061547e-31,7.566169957255988897e-31,8.480115338117957023e-31,7.470905459777536617e-31,8.588248673574348991e-31
9.887749999999999773e+01,8.009957471281061547e-31,7.566169957255988897e-31,8.163815920788937582e-31,7.376840423126833553e-31,8.373343493074957044e-31
1.068675000000000068e+02,7.337076917711164217e-31,7.199088456440606820e-31,8.171579839767880646e-31,7.108445826420375588e-31,8.275778915934978160e-31
1.164555000000000007e+02,7.337076917711164217e-31,7.108445826420375588e-31,7.866788473268641968e-31,6.930569999641220739e-31,7.967101033066117092e-31
1.276415000000000077e+02,7.337076917711159838e-31,6.672066999948406380e-31,7.669936511820398889e-31,6.505110753404233066e-31,7.767738933685333258e-31
1.420235000000000127e+02,7.337076917711159838e-31,6.183627041278294734e-31,7.383855915872067990e-31,5.952984231345668528e-31,7.573365505403937124e-31
1.580035000000000025e+02,7.337076917711159838e-31,4.019262072915004563e-31,7.383855915872067990e-31,3.365940224623972445e-31,7.573365505403937124e-31
1.779784999999999968e+02,6.662967323961272435e-31,0.000000000000000000e+00,7.420798509837494077e-31,0.000000000000000000e+00,7.420798509837494077e-31
