vmin_low,vmin_high,vmin_mid,flux
2.097500000000000142e+01,2.177400000000000091e+01,2.137450000000000117e+01,2.199172882364553708e-32
2.177400000000000091e+01,2.257300000000000040e+01,2.217350000000000065e+01,2.199172882364553708e-32
2.257300000000000040e+01,2.337200000000000344e+01,2.297250000000000369e+01,2.199172882364553708e-32
2.337200000000000344e+01,2.417100000000000293e+01,2.377150000000000318e+01,2.199172882364553708e-32
2.417100000000000293e+01,2.496999999999999886e+01,2.457050000000000267e+01,2.199172882364553708e-32
2.496999999999999886e+01,2.576900000000000190e+01,2.536950000000000216e+01,2.199172882364553708e-32
2.576900000000000190e+01,2.656800000000000139e+01,2.616850000000000165e+01,2.199172882364553708e-32
2.656800000000000139e+01,2.736700000000000088e+01,2.696750000000000114e+01,2.199172882364553708e-32
2.736700000000000088e+01,2.816600000000000392e+01,2.776650000000000063e+01,2.199172882364553982e-32
2.816600000000000392e+01,2.896500000000000341e+01,2.856550000000000367e+01,2.199172882364553708e-32
2.896500000000000341e+01,2.976400000000000290e+01,2.936450000000000315e+01,2.199172882364553708e-32
2.976400000000000290e+01,3.056299999999999883e+01,3.016349999999999909e+01,2.199172882364553708e-32
3.056299999999999883e+01,3.136199999999999832e+01,3.096249999999999858e+01,2.199172882364553708e-32
3.136199999999999832e+01,3.216100000000000136e+01,3.176149999999999807e+01,2.199172882364553708e-32
3.216100000000000136e+01,3.296000000000000085e+01,3.256050000000000466e+01,2.199172882364553708e-32
3.296000000000000085e+01,3.375900000000000745e+01,3.335950000000000415e+01,2.199172882364553708e-32
3.375900000000000745e+01,3.455799999999999983e+01,3.415850000000000364e+01,2.133764161309356927e-32
3.455799999999999983e+01,3.535700000000000642e+01,3.495750000000000313e+01,2.084305192115339197e-32
3.535700000000000642e+01,3.615599999999999881e+01,3.575650000000000261e+01,2.084305192115339197e-32
3.615599999999999881e+01,3.695499999999999829e+01,3.655549999999999500e+01,2.084305192115339197e-32
3.695499999999999829e+01,3.775399999999999778e+01,3.735450000000000159e+01,2.084305192115339471e-32
3.775399999999999778e+01,3.855300000000000438e+01,3.815350000000000108e+01,2.084305192115339197e-32
3.855300000000000438e+01,3.935199999999999676e+01,3.895250000000000057e+01,2.084305192115339197e-32
3.935199999999999676e+01,4.015100000000000335e+01,3.975150000000000006e+01,2.084305192115339197e-32
4.015100000000000335e+01,4.095000000000000284e+01,4.055049999999999955e+01,2.084305192115339197e-32
4.095000000000000284e+01,4.174900000000000233e+01,4.134950000000000614e+01,2.084305192115339197e-32
4.174900000000000233e+01,4.254800000000000182e+01,4.214849999999999852e+01,2.084305192115339197e-32
4.254800000000000182e+01,4.334700000000000131e+01,4.294750000000000512e+01,2.084305192115339197e-32
4.334700000000000131e+01,4.414600000000000080e+01,4.374649999999999750e+01,2.084305192115339197e-32
4.414600000000000080e+01,4.494500000000000028e+01,4.454550000000000409e+01,2.084305192115339197e-32
4.494500000000000028e+01,4.574400000000000688e+01,4.534450000000000358e+01,2.084305192115339197e-32
4.574400000000000688e+01,4.654299999999999926e+01,4.614350000000000307e+01,2.084305192115339197e-32
4.654299999999999926e+01,4.734200000000000585e+01,4.694250000000000256e+01,2.084305192115339197e-32
4.734200000000000585e+01,4.814100000000000534e+01,4.774150000000000205e+01,2.084305192115339197e-32
4.814100000000000534e+01,4.893999999999999773e+01,4.854050000000000153e+01,2.084305192115339197e-32
4.893999999999999773e+01,4.973899999999999721e+01,4.933950000000000102e+01,2.084305192115339197e-32
4.973899999999999721e+01,5.053800000000000381e+01,5.013850000000000051e+01,2.084305192115339197e-32
5.053800000000000381e+01,5.133699999999999619e+01,5.093750000000000000e+01,2.084305192115339197e-32
5.133699999999999619e+01,5.213600000000000279e+01,5.173649999999999949e+01,2.084305192115339197e-32
5.213600000000000279e+01,5.293500000000000227e+01,5.253549999999999898e+01,2.084305192115339197e-32
5.293500000000000227e+01,5.373400000000000176e+01,5.333450000000000557e+01,2.084305192115339197e-32
5.373400000000000176e+01,5.453300000000000125e+01,5.413349999999999795e+01,2.084305192115339197e-32
5.453300000000000125e+01,5.533200000000000784e+01,5.493250000000000455e+01,2.084305192115339197e-32
5.533200000000000784e+01,5.613100000000000023e+01,5.573150000000000404e+01,2.084305192115339197e-32
5.613100000000000023e+01,5.693000000000000682e+01,5.653050000000000352e+01,2.084305192115339197e-32
5.693000000000000682e+01,5.772900000000000631e+01,5.732950000000001012e+01,2.084305192115339197e-32
5.772900000000000631e+01,5.852800000000000580e+01,5.812850000000000250e+01,2.084305192115339197e-32
5.852800000000000580e+01,5.932699999999999818e+01,5.892750000000000199e+01,2.084305192115338923e-32
5.932699999999999818e+01,6.012599999999999767e+01,5.972650000000000148e+01,9.324440395676881108e-33
6.012599999999999767e+01,6.092499999999999716e+01,6.052549999999999386e+01,0.000000000000000000e+00
