vmin_mid,best_fit,lo68,hi68,lo95,hi95
5.394499999999999851e+00,1.179404944851553021e-32,1.032503935145953884e-32,3.873555602653248779e-27,9.448693308579961454e-33,1.092224366483380098e-26
6.193500000000000227e+00,1.179404944851553021e-32,1.032503935145953884e-32,7.826846081088705570e-29,9.212257078314326411e-33,1.945827198813552807e-28
6.992500000000000604e+00,1.179404944851553021e-32,1.032503935145953884e-32,1.914591461372797820e-29,9.212257078314326411e-33,4.699922993931584317e-29
7.791500000000000981e+00,1.179404944851553021e-32,1.032503935145953884e-32,9.327957354304133172e-30,9.329726245329332025e-33,2.232520588925793008e-29
8.590500000000000469e+00,1.179404944851553021e-32,1.045669804939885408e-32,5.079493018861089679e-30,9.212257078314326411e-33,1.177801651700359019e-29
9.389499999999999957e+00,1.179404944851553021e-32,1.032503935145953884e-32,3.091541252916260386e-30,9.212257078314326411e-33,7.134495490945545289e-30
1.098750000000000071e+01,1.179404944851553021e-32,1.032503935145953884e-32,1.364253670836151291e-30,9.096266947750802090e-33,2.964454620194176477e-30
1.178650000000000020e+01,1.179404944851490619e-32,1.032503935145899282e-32,8.856892157552013730e-31,9.096266947750320393e-33,1.977081591362017571e-30
1.338449999999999918e+01,1.179404944851490619e-32,1.032503935145899282e-32,4.159226538208418716e-31,9.096266947750320393e-33,8.496417568240366133e-31
1.498250000000000171e+01,1.179404944851490756e-32,1.032503935145899419e-32,1.422269993501160498e-31,9.096266947750321762e-33,2.965838200025734193e-31
1.737950000000000017e+01,1.179404944851490619e-32,1.032503935145899282e-32,3.777905372746420596e-32,9.096266947750320393e-33,7.828256672166032902e-32
1.977649999999999864e+01,1.179404944851490619e-32,1.032503935145899282e-32,2.272244899774759220e-32,9.096266947750320393e-33,3.868787845786903359e-32
2.217350000000000065e+01,1.179404944851490619e-32,1.032503935145899282e-32,1.713980155568100376e-32,9.096266947750320393e-33,2.636955203694529853e-32
2.536950000000000216e+01,1.179404944851490482e-32,1.019503834820123165e-32,1.529255752230184884e-32,9.096266947750320393e-33,2.180519497897623042e-32
3.016349999999999909e+01,1.146451923180336276e-32,1.003655383425862769e-32,1.524680090733163995e-32,8.954863120057925506e-33,1.915270248859414371e-32
3.495750000000000313e+01,1.146451923180336276e-32,9.910185108359316075e-33,1.467811120785983366e-32,8.730784085052241422e-33,1.775059648276084129e-32
4.055049999999999955e+01,1.146451923180335455e-32,9.785407471906548478e-33,1.377703984850526261e-32,8.512312217152948045e-33,1.730642034323692174e-32
4.774150000000000205e+01,1.146451923180322317e-32,9.301810921749761695e-33,1.343229468008672404e-32,8.299307207281256727e-33,1.544121895135716471e-32
5.573150000000000404e+01,1.023703866819348765e-32,8.627690542325702521e-33,1.310655850217187649e-32,7.895408348661433854e-33,1.487706254383757258e-32
6.531950000000000500e+01,1.023703866819348902e-32,8.098047134194212724e-33,1.294153581348855652e-32,7.317411615784852619e-33,1.414183550875292613e-32
7.650550000000001205e+01,1.023703866819348765e-32,7.317411615784851251e-33,1.230196284822369487e-32,6.285260226112409787e-33,1.344294352244061069e-32
9.088750000000001705e+01,1.023703866819334943e-32,5.213952771389781079e-33,1.199412877787004476e-32,3.180942882980780895e-33,1.310655850217169859e-32
1.068675000000000068e+02,1.023703866819465357e-32,0.000000000000000000e+00,1.214707070129269986e-32,0.000000000000000000e+00,1.310655850217336537e-32
1.268425000000000011e+02,9.392769634589114810e-33,0.000000000000000000e+00,1.114527750948021767e-32,0.000000000000000000e+00,1.187422149645291533e-32
