2.175233669082701e25,4.193061546465902e25,4.652196659887997e25,2.156713012119661e25,8.637733116915679e24,4.4199830613928847e24,2.5234628852571094e24,1.5434982774017968e24,9.920906167660947e23,6.626072034321604e23,4.5650440955006144e23,3.2276627406897075e23,2.3331088749785106e23,1.7191543698143322e23,1.2883089814021539e23,9.800143040111077e22,7.555711239393087e22,5.896312560958891e22,4.6522639144061195e22,3.707755566852746e22,2.9823586130467676e22,2.4193287684110596e22,1.978053125214807e22,1.6290798487745103e22,1.350791201057036e22,1.1271415165281238e22,9.460970213992447e21,7.985453921161635e21,6.775242175889185e21,5.776688386623498e21,4.948129613633968e21,4.2569688488394196e21,3.6775234898777284e21,3.1894248257801835e21,2.7764175375313226e21,2.425452185289361e21,2.125994096867375e21,1.8694933633524902e21,1.6489756805953917e21,1.458724485023547e21,1.2940325276901352e21,1.1510066044335728e21,1.0264132286947608e21,9.17556025312536e20,8.221778386315366e20,7.38382199443594e20,6.645700337085474e20,5.993884308114694e20,5.416889985651542e20,4.9049387379901995e20,4.4496787313917244e20,4.0439558910797454e20,3.68162485360831e20,3.357392384288368e20,3.066687249329096e20,2.8055517222120145e20,2.570550844557795e20,2.3586963063631993e20,2.1673824038567477e20,1.9943320053610683e20,1.8375508372686678e20,1.6952887055908513e20,1.566006516731513e20,1.4483481601397196e20,1.3411164780147152e20,1.2432526802115936e20,1.1538186694520042e20,1.0719818328545455e20,9.970019263848979e19,9.28219741402487e19,8.650472909553754e19,8.069592949153253e19,7.534857784930343e19,7.042056258153514e19,6.587409555568337e19,6.167522046477516e19,5.779338241007414e19,5.420105035729426e19,5.087338549213179e19,4.778794937176606e19,4.492444675650753e19,4.2264498590185325e19,3.979144133679433e19,3.7490149329571684e19,3.5346877301129834e19,3.33491205557817e19,3.1485490690526343e19,2.9745604972047802e19,2.8119987701152346e19,2.6599982229216068e19,2.517767230536488e19,2.3845811727970394e19,2.2597761318625063e19,2.1427432407439372e19,2.0329236104230695e19,1.9298037665634984e19,1.8329115490082116e19,1.741812413109728e19,1.6561060971556227e19
0.,1.5220089140426304e18,1.2323880864130007e25,4.789673770366815e25,6.443365724998862e25,6.3938975018359195e25,3.882302789974957e25,2.199534762536408e25,1.3625634435710088e25,8.935405284916566e24,6.100443042602054e24,4.2951764368738266e24,3.0999721919849413e24,2.2839946971059783e24,1.7127181865037527e24,1.3041794524257546e24,1.0066286433758154e24,7.864156463996226e23,6.211076265890226e23,4.954249430946441e23,3.987625176736327e23,3.2363587890561604e23,2.646833405239414e23,2.1801167222878736e23,1.807589267244581e23,1.5079741632499362e23,1.2652882599586963e23,1.0674091590146269e23,9.050602214965721e22,7.710831972791392e22,6.599113093007577e22,5.671836964012661e22,4.894606353858016e22,4.240113468245585e22,3.6865457719297517e22,3.2163789908259813e22,2.815456552701889e22,2.4722826193334778e22,2.1774755840820708e22,1.9233429786414836e22,1.703548857289416e22,1.512852072007624e22,1.3468992215603122e22,1.2020600120516507e22,1.075295698951022e22,9.640534696249017e21,8.661812698535616e21,7.798588206300018e21,7.035415162112972e21,6.359146164772307e21,5.758557014618649e21,5.224037844427202e21,4.747338125227186e21,4.32135542946344e21,3.9399598650355e21,3.597847691600114e21,3.2904188927424657e21,3.0136744789790876e21,2.7641300937199436e21,2.53874313171426e21,2.334851090735848e21,2.1501192888512878e21,1.9824964121453836e21,1.8301766272641225e21,1.6915672123522e21,1.5652608385392166e21,1.4500117805549266e21,1.344715454878398e21,1.2483907826740395e21,1.1601649561070401e21,1.0792602542011632e21,1.0049826101065949e21,9.367116783187874e20,8.738921890336796e20,8.160264092909517e20,7.626675576122055e20,7.134140417050585e20,6.67904407936836e20,6.25812907380359e20,5.868455970266463e20,5.507369062037699e20,5.172466081050282e20,4.8615714468681856e20,4.572712602772512e20,4.304099052847828e20,4.0541037663826615e20,3.82124665966616e20,3.6041799041110776e20,3.401674841131397e20,3.2126103142272926e20,3.03596225094583e20,2.870794350413369e20,2.716249748400629e20,2.5715435494686445e20,2.435956127462087e20,2.308827109486284e20,2.1895499670114825e20,2.0775671480066192e20,1.9723656912815715e20
0.,0.,0.,3.092287788749416e17,1.2350271750106632e24,2.083679488063307e25,5.551054503306133e25,7.445194643915719e25,7.362770986934063e25,5.155185535301008e25,3.4515829230558623e25,2.40531596160245e25,1.7300565777212708e25,1.2753203542075894e25,9.589414550421362e24,7.330715895972795e24,5.68381206467398e24,4.4615271536364815e24,3.540478478848111e24,2.837140355071986e24,2.2936901317584908e24,1.8693253470045685e24,1.5347708770851132e24,1.26871220157821e24,1.0554267317827305e24,8.831796487053255e23,7.431185698170349e23,6.285001250366611e23,5.3414124753955024e23,4.5602498954414945e23,3.91014098646209e23,3.36640706924578e23,2.909504097891119e23,2.5238563012680556e23,2.1969764026633984e23,1.9187968224638193e23,1.6811575458093762e23,1.477411257292695e23,1.3021169150708584e23,1.150800497218979e23,1.0197671093128137e23,9.05952612865571e22,8.068058466644473e22,7.201946651967064e22,6.443306198996697e22,5.777083087292299e22,5.1905632401334185e22,4.6729741452659864e22,4.215160009652399e22,3.809315853099017e22,3.4487690396545074e22,3.127799143082186e22,2.8414889093067428e22,2.585600538734001e22,2.356472658415071e22,2.1509342590496273e22,1.966232588854206e22,1.7999725666228754e22,1.6500657316643845e22,1.5146871132079176e22,1.3922386953452116e22,1.2813183904108702e22,1.1806936254745927e22,1.0892788023825292e22,1.006116018735218e22,9.303585409268164e21,8.61256605417214e21,7.981451943291902e21,7.404334890901523e21,6.875957534834628e21,6.391634369511298e21,5.947183217933342e21,5.538865652371226e21,5.163335101499781e21,4.817591572708022e21,4.4989420784458856e21,4.204965990022721e21,3.933484655764595e21,3.6825347161351725e21,3.450344629475613e21,3.235313990620573e21,3.035995283100943e21,2.851077755103149e21,2.679373151903174e21,2.5198030734285393e21,2.371387756694318e21,2.2332361093022278e21,2.1045368429605723e21,1.984550575626786e21,1.872602787713497e21,1.7680775322975315e21,1.6704118119903147e21,1.5790905458989033e21,1.4936420596213413e21,1.4136340393760103e21,1.3386698985388604e21,1.2683855109954554e21,1.2024462712152208e21,1.1405444456121026e21
0.,0.,0.,0.,0.,5.386249326583529e20,9.941423293969734e23,6.115077428418003e24,2.8649920732346953e25,6.088793387144081e25,8.083774243124147e25,7.904129420576695e25,6.02395465181293e25,4.441903747920179e25,3.3402565545227455e25,2.559256136969208e25,1.9919427186298345e25,1.5711490414771275e25,1.2535151849064242e25,1.0101618889266383e25,8.213174732160984e24,6.731244070354207e24,5.556742874796455e24,4.617597229309118e24,3.8605922652941997e24,3.245918859672554e24,2.743447734840933e24,2.330136521475597e24,1.9881957706256275e24,1.7037729481295617e24,1.4659958618506785e24,1.266269226396776e24,1.0977518965345828e24,9.549646110408796e23,8.334930537733175e23,7.297612309078945e23,6.40857201642449e23,5.643981219328404e23,4.984250433126311e23,4.4132039908141305e23,3.917429084567099e23,3.4857593982306674e23,3.108863374202483e23,2.7789142937171974e23,2.4893246750458713e23,2.2345314964785946e23,2.0098217787036e23,1.8111903658899265e23,1.6352235094069422e23,1.4790032167629794e23,1.3400283799663071e23,1.216149515593775e23,1.1055145883269297e23,1.0065238918768133e23,9.177923572914713e22,8.381179723553699e22,7.664552452842001e22,7.0189284510689055e22,6.436347107543027e22,5.909840492583872e22,5.4332974708026455e22,5.0013480249500195e22,4.609264551284697e22,4.252877443001457e22,3.9285027324030525e22,3.632879934856086e22,3.3631185437325443e22,3.1166518779536013e22,2.891197192438228e22,2.684721134731412e22,2.4954097748189685e22,2.3216425548719392e22,2.161969605642718e22,2.0150919599198963e22,1.8798442636440328e22,1.7551796443075016e22,1.6401564459848423e22,1.5339265823253094e22,1.435725294362445e22,1.3448621301010006e22,1.260712988429426e22,1.1827130916633357e22,1.1103507695878307e22,1.0431619537225891e22,9.807252940860336e21,9.226578223760614e21,8.686110954547552e21,8.182677616152841e21,7.713384995075022e21,7.275592859717307e21,6.866889545561638e21,6.485070112511813e21,6.128116781255413e21,5.794181391262513e21,5.48156965437945e21,5.188727005012785e21,4.914225871701326e21,4.656754215467873e21,4.41510519845864e21
0.,0.,0.,0.,0.,0.,0.,8.720672724119314e22,1.4978425945282956e24,3.9498728457413286e24,1.0494583994459656e25,3.540391738697167e25,6.616397431867075e25,8.486981596212035e25,8.207001397258444e25,6.617746760497572e25,5.192650212914387e25,4.113656317947571e25,3.2965989616020055e25,2.669589718295556e25,2.1819031571594783e25,1.797965633258823e25,1.4924628288407965e25,1.2470667451446405e25,1.0482880798319975e25,8.860509110255666e24,7.527293416227567e24,6.424838983725875e24,5.507961481275813e24,4.7413693521755074e24,4.097263504854599e24,3.553577395909736e24,3.0926710609090126e24,2.7003514200546595e24,2.3651300611025952e24,2.0776558557067738e24,1.830277638356554e24,1.6167045685744436e24,1.4317405028315632e24,1.2710748940121677e24,1.1311171891262317e24,1.0088649318104355e24,9.017981502023646e23,8.07794368043841e23,7.25059888354668e23,6.52073985335151e23,5.875433872541415e23,5.303650027826153e23,4.795952804026713e23,4.344249279808033e23,3.941579815425226e23,3.581944166946047e23,3.260156564497451e23,2.9717245552832474e23,2.7127474120061703e23,2.479830702193275e23,2.270014248415498e23,2.0807112178552062e23,1.909656488684193e23,1.7548627709088362e23,1.6145832268343205e23,1.4872795537259392e23,1.3715946685408293e23,1.266329279628127e23,1.17042174927402e23,1.0829307488639974e23,1.0030202892076181e23,9.299467753976328e22,8.630477910075195e22,8.017323625295447e22,7.454724933872423e22,6.93795788970442e22,6.462790210417912e22,6.025425024461299e22,5.622451620552872e22,5.2508022589990975e22,4.907714239771292e22,4.590696536825248e22,4.2975004053653684e22,4.026093451386331e22,3.7746367231997338e22,3.541464444671424e22,3.3250660612149097e22,3.1240703135068363e22,2.9372310915651144e22,2.763414854198652e22,2.6015894266808535e22,2.4508140135064604e22,2.3102302838095518e22,2.1790544049293595e22,2.056569915126242e22,1.942121339891898e22,1.8351084679835857e22,1.7349812134606845e22,1.641234998849484e22,1.5534066022745652e22,1.471070418119674e22,1.3938350866819073e22,1.3213404534212957e22
0.,0.,0.,0.,0.,0.,0.,0.,7.713917418772582e20,4.8188341464974665e23,1.957346812194469e24,3.1042440904050533e24,5.618901448156123e24,1.563429476449435e25,4.2070259246371515e25,7.097700030561234e25,8.728885114874036e25,8.38271938885255e25,7.0344553901906446e25,5.762398404772256e25,4.739285372087762e25,3.925914324701455e25,3.27540618176458e25,2.750755271789802e25,2.3240655963039723e25,1.974350022292771e25,1.6856929558111186e25,1.445899886966768e25,1.2455296108224323e25,1.0772003688955079e25,9.350880820907385e24,8.145594324068371e24,7.119004256173316e24,6.241133212462587e24,5.487630976383408e24,4.83860226237454e24,4.277703557640075e24,3.7914414726620024e24,3.3686234428084234e24,2.9999246444644703e24,2.6775442933949967e24,2.3949312145277865e24,2.1465634783508228e24,1.9277705148649416e24,1.734588805133726e24,1.563644267436514e24,1.4120559798931778e24,1.2773570428307343e24,1.1574292748909263e24,1.0504491244727176e24,9.548427121383331e23,8.69248336766443e23,7.924851058580579e23,7.235266090198849e23,6.614787587871924e23,6.055610864067564e23,5.550909110146581e23,5.094699057639951e23,4.681726692629887e23,4.3073697935646257e23,3.967554620912448e23,3.658684542141756e23,3.377578747825077e23,3.1214195202188354e23,2.887706767197406e23,2.6742187420728784e23,2.478978041745738e23,2.3002221183433317e23,2.136377658279442e23,1.986038281776273e23,1.8479450987864542e23,1.7209697267546876e23,1.6040994340621573e23,1.4964241221854583e23,1.3971249011173358e23,1.3054640477089719e23,1.2207761663537924e23,1.1424603967023209e23,1.0699735345998997e23,1.002823950766685e23,9.405662073921084e22,8.827962862061442e22,8.291473530660996e22,7.792859939491816e22,7.329088657123714e22,6.897397122774593e22,6.495267031936352e22,6.120400569672439e22,5.770699162549568e22,5.444244460934895e22,5.139281298782084e22,4.85420240878694e22,4.587534697555159e22,4.3379269087528095e22,4.104138522564814e22,3.8850297575728805e22,3.679552556719999e22,3.4867424526703207e22,3.3057112198173503e22
0.,0.,0.,0.,0.,0.,0.,0.,0.,5.239159373330437e18,1.547441428632343e23,1.1679959912983418e24,1.902589072318589e24,2.6697498766507434e24,4.2404446473745964e24,8.14603790625759e24,2.1471878129187583e25,4.836973564738417e25,7.509632926998187e25,8.860216885315604e25,8.487574892740666e25,7.335540182514374e25,6.201061586574381e25,5.245185327459123e25,4.4561806955261124e25,3.8045330956969614e25,3.2637697068684804e25,2.8124959064202324e25,2.4337900827618647e25,2.1142924580843866e25,1.8434090564240455e25,1.612685300891466e25,1.4153274009879329e25,1.2458389693744628e25,1.0997444684275598e25,9.733774952883376e24,8.637175264763824e24,7.682630683529023e24,6.849323501735025e24,6.119850149988851e24,5.479599441053244e24,4.916255721384231e24,4.4193994355667294e24,3.980184188567133e24,3.591074274350013e24,3.2456302929268627e24,2.9383332324441913e24,2.6644394853493085e24,2.4198608686424277e24,2.2010649516081576e24,2.004991950831315e24,1.8289851985304266e24,1.6707327758879155e24,1.5282183652172128e24,1.3996797414305972e24,1.2835736155443463e24,1.1785457770507814e24,1.0834056703118913e24,9.971046922731688e23,9.18717622201306e23,8.47426694624344e23,7.825079087549346e23,7.233192349975044e23,6.692904345218008e23,6.199142535892644e23,5.747387921499738e23,5.3336087763283626e23,4.9542030099526854e23,4.6059479391905984e23,4.2859564429941136e23,3.991638624920242e23,3.720668236641752e23,3.4709532245174985e23,3.240609852949355e23,3.027939935882452e23,2.8314107736590302e23,2.649637448415062e23,2.4813671788831604e23,2.3254654761473712e23,2.1809038766755963e23,2.0467490587396826e23,1.922153173889482e23,1.8063452471086147e23,1.6986235181848664e23,1.5983486131302657e23,1.5049374485624521e23,1.4178577841362577e23,1.3366233486613715e23,1.260789474692472e23,1.1899491843273522e23,1.1237296758649738e23,1.061789166999866e23,1.0038140554860357e23,9.49516362794363e22,8.986314303031635e22,8.509158410793135e22,8.061455433894645e22,7.64114154789759e22,7.2463142802084044e22
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,7.136595411806621e16,5.462868082847747e22,7.775863439504736e23,1.380980673975337e24,1.7377230928698688e24,2.4411769175901373e24,3.5920661322502717e24,5.741585545757533e24,1.1443892355877681e25,2.7628222188786077e25,5.420477067742009e25,7.838078356645759e25,8.918684538309095e25,8.550100513260603e25,7.558599070110138e25,6.5446526200987755e25,5.657445491072498e25,4.90267349937535e25,4.262980116722413e25,3.7197917522063183e25,3.2569235637337977e25,2.860936861153372e25,2.520821476866717e25,2.2275750722329724e25,1.9738199413281893e25,1.753485381303245e25,1.561552815094911e25,1.3938534945975828e25,1.2469082495682974e25,1.1178002689976102e25,1.0040736927722366e25,9.036523764319649e24,8.147744724750409e24,7.359394688378778e24,6.658650896735049e24,6.034520465221903e24,5.477550724336698e24,4.979590113634812e24,4.533589959752495e24,4.133439481837873e24,3.773827928304097e24,3.4501289659218125e24,3.158303396751845e24,2.8948170310081417e24,2.6565711404711404e24,2.440843392301442e24,2.2452375435471494e24,2.0676404826181033e24,1.9061854511885305e24,1.7592204805298076e24,1.6252812396287372e24,1.503067626022982e24,1.391423539913853e24,1.289319372406267e24,1.1958368133369274e24,1.1101556460044286e24,1.0315422475466549e24,9.593395566039996e23,8.929583057771836e23,8.318693464682104e23,7.755969189806745e23,7.237127420683098e23,6.758308141250032e23,6.316028334550466e23,5.907141579995938e23,5.5288023589720936e23,5.1784344763252376e23,4.853703085324031e23,4.552489872182534e23,4.2728710149356697e23,4.013097581864613e23,3.771578078031611e23,3.546862885843638e23,3.3376303778103413e23,3.142674507537323e23,2.960893709130315e23,2.7912809561157026e23,2.6329148491577812e23,2.4849516176605412e23,2.3466179341088556e23,2.217204452011233e23,2.096059988791801e23,1.982586284148694e23,1.876233272425381e23,1.7764948145793706e23,1.6829048415134096e23,1.5950338659616407e23,1.512485824903806e23,1.4348952186879558e23
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.9926636818752514e22,5.2468655852647276e23,1.0945105580050464e24,1.2759815187223727e24,1.6860921541055315e24,2.295658228800852e24,3.2044021583128305e24,4.6793577161165927e24,7.621711629163754e24,1.5505114815112705e25,3.3836375492643044e25,5.94618633221752e25,8.080886313944746e25,8.930891940955321e25,8.585450988314312e25,7.727005426340538e25,6.818162704093101e25,5.996862273557236e25,5.280317433371567e25,4.659900395111039e25,4.122974884971935e25,3.657458061074739e25,3.2527855347174235e25,2.899981904845958e25,2.5914949968861935e25,2.320984113219952e25,2.0831200509206504e25,1.873412348828965e25,1.6880651589115094e25,1.523858708224099e25,1.3780523081581508e25,1.2483050447164079e25,1.1326108170530242e25,1.0292449739362087e25,9.367203233001876e24,8.53750730985235e24,7.792208826488123e24,7.121610687320986e24,6.517260791390892e24,5.971774737384073e24,5.478686368657131e24,5.032321367062109e24,4.627690001134041e24,4.2603958503124315e24,3.9265579009472957e24,3.622743871911768e24,3.3459130010781124e24,3.0933668269337555e24,2.862706746470284e24,2.651797332358086e24,2.458734558133543e24,2.2818182166441457e24,2.1195279298539185e24,1.9705022417197035e24,1.833520363738869e24,1.707486207781701e24,1.5914143952429708e24,1.484417977234223e24,1.3856976389948762e24,1.294532194156528e24,1.2102702019540065e24,1.1323225637656343e24,1.0601559751616738e24,9.932871265052565e23,9.312775595501082e23,8.737290997982925e23,8.202797949420272e23,7.706002987842033e23,7.243906478370166e23,6.813773845267012e23,6.413109867423008e23,6.0396356849217835e23,5.691268207863916e23,5.3661016564158015e23,5.062390993892705e23,4.778537043269744e23,4.5130731024333894e23,4.264652895236502e23,4.032039714435678e23,3.8140966292308135e23,3.609777644715051e23,3.418119713344061e23,3.2382355097809436e23,3.0693068903707753e23,2.9105789672112474e23,2.7613547344752823e23,2.620990191424993e23
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.4049382428130148e22,4.43910564407144e23,8.854665873839976e23,1.0035584925147145e24,1.2735507291910277e24,1.661631349018715e24,2.1944870091839502e24,2.944879460391463e24,4.066723092946105e24,5.957225233840295e24,1.0013117198252525e25,2.0212438029235072e25,3.989033266587354e25,6.4022137858031576e25,8.246359618666603e25,8.914207600517293e25,8.602097531505966e25,7.855676609804606e25,7.038896396127048e25,6.279231009132298e25,5.6018117904835215e25,5.004503084284023e25,4.4792037616425236e25,4.017062694838292e25,3.6098574587450022e25,3.2503294391284647e25,2.93219509569315e25,2.650056173315308e25,2.39928558812084e25,2.1759161933262276e25,1.9765413668405264e25,1.7982293761582588e25,1.6384508518730986e25,1.4950178307419202e25,1.36603266746794e25,1.2498452261917164e25,1.1450169641287598e25,1.0502907341508387e25,9.645653304011221e24,8.868739717004543e24,8.16366060658078e24,7.52291674559572e24,6.939883408224862e24,6.408697286733445e24,5.924159529291709e24,5.481652381051806e24,5.077067337859962e24,4.70674307137746e24,4.3674116709401387e24,4.0561519831811664e24,3.77034902489099e24,3.507658605504624e24,3.265976429184692e24,3.04341105769102e24,2.8382602081171097e24,2.6489899373757074e24,2.474216330670256e24,2.3126893662367714e24,2.1632786751331673e24,2.0249609542191388e24,1.8968088238871873e24,1.7779809505397487e24,1.6677132780578266e24,1.5653112332364676e24,1.4701427879189106e24,1.3816322758041523e24,1.2992548750133456e24,1.222531678798551e24,1.1510252865328284e24,1.0843358555581464e24,1.022097561778456e24,9.63975423230859e23,9.096624463838207e23,8.588770597147044e23,8.113608033075223e23,7.668762468698206e23,7.252051117671186e23,6.8614657547567e23,6.495157393117936e23,6.151422424544651e23,5.828690071757244e23,5.5255110186430104e23,5.2405470990115534e23,4.972561937452237e23,4.7204124473672166e23,4.483041101414332e23
