vmin_mid,best_fit,lo68,hi68,lo95,hi95
4.595499999999999474e+00,1.188590463751837828e-32,1.094642788177665727e-32,1.026964693136604449e-31,1.027444001413960908e-32,2.019622638333260529e-31
5.394499999999999851e+00,1.188590463751837965e-32,1.108601015288903223e-32,3.753493399421964302e-32,1.040545349973238317e-32,7.583050250226404463e-32
6.193500000000000227e+00,1.188590463751837965e-32,1.108601015288903223e-32,2.253901721892662200e-32,1.040545349973238317e-32,4.037068888185485162e-32
6.992500000000000604e+00,1.188590463751837965e-32,1.108601015288903223e-32,1.705580549804073890e-32,1.040545349973238317e-32,2.657492511061810034e-32
7.791500000000000981e+00,1.188590463751837965e-32,1.108601015288903223e-32,1.657683873205839433e-32,1.040545349973238317e-32,2.289941746446644037e-32
8.590500000000000469e+00,1.188590463751838238e-32,1.108601015288903360e-32,1.684105843988050532e-32,1.040545349973238317e-32,2.225523187427413797e-32
9.389499999999999957e+00,1.188590463751837965e-32,1.094642788177666001e-32,1.641964182266499138e-32,1.040545349973238317e-32,2.062599995304968408e-32
1.098750000000000071e+01,1.188590463751837965e-32,1.094642788177666001e-32,1.541166002120941909e-32,1.027444001413961182e-32,1.935979495210994920e-32
1.178650000000000020e+01,1.188590463751837965e-32,1.094642788177666001e-32,1.521761414918651033e-32,1.014507609945767356e-32,1.817132073309857602e-32
1.338449999999999918e+01,1.188590463751837965e-32,1.080860306985295679e-32,1.446555699415336678e-32,9.891214166344058886e-33,1.749354950820231029e-32
1.498250000000000171e+01,1.188590463751838238e-32,1.067251358921604281e-32,1.410358294624088146e-32,9.643704662768912099e-33,1.794252839193549326e-32
1.658050000000000068e+01,1.188590463751837965e-32,1.027444001413961182e-32,1.428342336173709091e-32,9.284004582745715933e-33,1.794252839193548778e-32
1.817849999999999966e+01,1.188590463751837965e-32,1.001734098618961221e-32,1.410358294624087598e-32,8.825187451139861925e-33,1.684105843988050259e-32
2.057549999999999812e+01,1.188590463751837965e-32,9.766675390142651350e-33,1.392600687411857322e-32,8.714070855499590880e-33,1.662901522933355040e-32
2.377150000000000318e+01,1.167429788255630997e-32,9.964461607105687132e-33,1.300210673684769122e-32,8.668071157898459445e-33,1.513728365145691087e-32
2.696750000000000114e+01,1.167429788255630997e-32,1.009152243430460679e-32,1.316790178955123187e-32,8.668071157898459445e-33,1.494669241065853138e-32
3.096249999999999858e+01,1.167429788255630997e-32,9.839000583495728233e-33,1.316790178955123187e-32,8.451168566046231298e-33,1.475850087524359098e-32
3.495750000000000313e+01,1.133472663550559669e-32,1.004945878998995932e-32,1.294791114875082580e-32,8.415942270814811371e-33,1.432921916620875845e-32
3.975150000000000006e+01,1.133472663550559669e-32,9.922927579751851011e-33,1.278488596481367330e-32,8.000024930615297289e-33,1.397065672252863096e-32
4.534450000000000358e+01,1.133472663550559669e-32,9.432534761793130117e-33,1.262391340622221843e-32,7.228838556232693584e-33,1.362106664674424124e-32
5.253549999999999898e+01,1.133472663550559669e-32,7.812290707131344942e-33,1.246496762868229742e-32,1.790902194528547926e-33,1.344956586410874024e-32
6.052549999999999386e+01,1.630312081367351540e-33,0.000000000000000000e+00,1.234158501468638827e-32,0.000000000000000000e+00,1.306573280188792487e-32
