vmin_mid,best_fit,lo68,hi68,lo95,hi95
5.394499999999999851e+00,8.970145260276711381e-33,7.953002135137382939e-33,3.193941861824421197e-27,7.370789151631692877e-33,8.649454788484960794e-27
6.193500000000000227e+00,8.970145260276711381e-33,8.157119088034066629e-33,6.071856945926723834e-29,7.370789151631692877e-33,1.666594857380042884e-28
6.992500000000000604e+00,8.970145260276711381e-33,8.157119088034066629e-33,1.539788437985607293e-29,7.370789151631692877e-33,4.084892635887815947e-29
7.791500000000000981e+00,8.970145260276711381e-33,8.054414039748940007e-33,7.764811245835778010e-30,7.370789151631692877e-33,1.886576673798768039e-29
8.590500000000000469e+00,8.970145260276711381e-33,8.054414039748940007e-33,4.268662882026215432e-30,7.370789151631692877e-33,9.757823102985761467e-30
9.389499999999999957e+00,8.970145260276711381e-33,8.054414039748940007e-33,2.569398939835525711e-30,7.370789151631692877e-33,5.781147614629933987e-30
1.018849999999999945e+01,8.970145260276711381e-33,8.054414039748940007e-33,1.734774914183590782e-30,7.370789151631692877e-33,3.953015373460254113e-30
1.098750000000000071e+01,8.970145260276711381e-33,8.054414039748940007e-33,1.172186220285108056e-30,7.370789151631692877e-33,2.491244176473208869e-30
1.258549999999999969e+01,8.970145260282515001e-33,8.054414039754149718e-33,5.189283402284308340e-31,7.370789151636461944e-33,1.152887832593277680e-30
1.418350000000000222e+01,8.970145260282515001e-33,8.054414039754149718e-33,2.147659057107869275e-31,7.370789151636461944e-33,4.380268718024173912e-31
1.578150000000000119e+01,8.970145260282515001e-33,8.054414039754149718e-33,6.562930676065896112e-32,7.370789151636461944e-33,1.507379029814576198e-31
1.817849999999999966e+01,8.970145260282515001e-33,8.054414039754149718e-33,2.571802734322009227e-32,7.370789151636461944e-33,4.923328461090930578e-32
2.137450000000000117e+01,8.970145260282515001e-33,7.953002135142526963e-33,1.484422220738324876e-32,7.370789151636461944e-33,2.387340639197639172e-32
2.457050000000000267e+01,8.970145260282515001e-33,7.953002135142526963e-33,1.227480690948956260e-32,7.277984664225115497e-33,1.761351147710557484e-32
2.856550000000000367e+01,8.871333606297286564e-33,7.965689727041638629e-33,1.179809240517614883e-32,7.289595386528287285e-33,1.559102018965328461e-32
3.335950000000000415e+01,8.871333606297286564e-33,7.865394936784098766e-33,1.150286676904798145e-32,7.197813197489182565e-33,1.500949147159616043e-32
3.895250000000000057e+01,8.871333606297286564e-33,7.865394936784098766e-33,1.093439307979243093e-32,7.197813197489182565e-33,1.339184184625546502e-32
4.614350000000000307e+01,8.871333606297286564e-33,7.668577846031985808e-33,1.039401345976885869e-32,7.197813197489182565e-33,1.241146939526654568e-32
5.413349999999999795e+01,8.353999389881499820e-33,7.596818770192937184e-33,1.029675099271082311e-32,6.864500661807215409e-33,1.198766043224108012e-32
6.452049999999999841e+01,8.353999389881499820e-33,7.313465389400421835e-33,1.003909367341887323e-32,6.608461979193475680e-33,1.111008345855055170e-32
7.650550000000001205e+01,8.353999389881499820e-33,6.864500661807215409e-33,9.787883756247427797e-33,5.821995658380519930e-33,1.083207398516749873e-32
9.008850000000001046e+01,8.353999389881499820e-33,5.534271613827122503e-33,9.542959906776734400e-33,3.736560880094468961e-33,1.056102118925487818e-32
1.076665000000000134e+02,8.353999389880682852e-33,0.000000000000000000e+00,9.542959906775801113e-33,0.000000000000000000e+00,1.083207398516643954e-32
1.276415000000000077e+02,8.353999389880682852e-33,0.000000000000000000e+00,9.542959906775801113e-33,0.000000000000000000e+00,1.016710616388323683e-32
1.524105000000000132e+02,8.207071105384406916e-33,0.000000000000000000e+00,9.140525244653134468e-33,0.000000000000000000e+00,9.615736632211930042e-33
