vmin_low,vmin_high,vmin_mid,flux
6.571899999999999409e+01,6.651800000000001489e+01,6.611850000000001160e+01,8.400718589763192767e+02
6.651800000000001489e+01,6.731700000000000728e+01,6.691750000000001819e+01,8.400718589763192767e+02
6.731700000000000728e+01,6.811599999999999966e+01,6.771649999999999636e+01,8.400718589763192767e+02
6.811599999999999966e+01,6.891500000000000625e+01,6.851550000000000296e+01,8.400718589763192767e+02
6.891500000000000625e+01,6.971400000000001285e+01,6.931450000000000955e+01,8.400718589763192767e+02
6.971400000000001285e+01,7.051300000000000523e+01,7.011350000000001614e+01,8.400718589763192767e+02
7.051300000000000523e+01,7.131199999999999761e+01,7.091249999999999432e+01,8.400718589763192767e+02
7.131199999999999761e+01,7.211100000000000421e+01,7.171150000000000091e+01,8.400718589763192767e+02
7.211100000000000421e+01,7.290999999999999659e+01,7.251050000000000750e+01,8.400718589763192767e+02
7.290999999999999659e+01,7.370900000000000318e+01,7.330949999999999989e+01,8.400718589763192767e+02
7.370900000000000318e+01,7.450799999999999557e+01,7.410849999999999227e+01,8.400718589763192767e+02
7.450799999999999557e+01,7.530700000000000216e+01,7.490749999999999886e+01,8.400718589763192767e+02
7.530700000000000216e+01,7.610600000000000875e+01,7.570650000000000546e+01,8.400718589763192767e+02
7.610600000000000875e+01,7.690500000000000114e+01,7.650550000000001205e+01,8.400718589763192767e+02
7.690500000000000114e+01,7.770399999999999352e+01,7.730449999999999022e+01,8.400718589763192767e+02
7.770399999999999352e+01,7.850300000000001432e+01,7.810349999999999682e+01,8.172980878895745036e+02
7.850300000000001432e+01,7.930200000000000671e+01,7.890250000000000341e+01,8.172980878895745036e+02
7.930200000000000671e+01,8.010099999999999909e+01,7.970150000000001000e+01,8.172980878895745036e+02
8.010099999999999909e+01,8.090000000000000568e+01,8.050050000000000239e+01,8.172980878895745036e+02
8.090000000000000568e+01,8.169900000000001228e+01,8.129950000000000898e+01,8.172980878895745036e+02
8.169900000000001228e+01,8.249800000000000466e+01,8.209850000000000136e+01,8.172980878895745036e+02
8.249800000000000466e+01,8.329700000000001125e+01,8.289750000000000796e+01,8.172980878895745036e+02
8.329700000000001125e+01,8.409600000000000364e+01,8.369650000000001455e+01,8.172980878895742762e+02
8.409600000000000364e+01,8.489499999999999602e+01,8.449549999999999272e+01,8.172980878895742762e+02
8.489499999999999602e+01,8.569400000000000261e+01,8.529449999999999932e+01,8.172980878895742762e+02
8.569400000000000261e+01,8.649299999999999500e+01,8.609350000000000591e+01,8.172980878895742762e+02
8.649299999999999500e+01,8.729200000000000159e+01,8.689249999999999829e+01,8.172980878895742762e+02
8.729200000000000159e+01,8.809100000000000819e+01,8.769150000000000489e+01,8.172980878895742762e+02
8.809100000000000819e+01,8.889000000000000057e+01,8.849049999999999727e+01,8.172980878895742762e+02
8.889000000000000057e+01,8.968899999999999295e+01,8.928950000000000387e+01,8.172980878895742762e+02
8.968899999999999295e+01,9.048800000000001376e+01,9.008850000000001046e+01,8.172980878895742762e+02
9.048800000000001376e+01,9.128700000000000614e+01,9.088750000000001705e+01,7.944962269071530727e+02
