vmin_mid,best_fit,lo68,hi68,lo95,hi95
5.653050000000000352e+01,1.016563121305215409e-30,9.974446109683956813e-31,4.204836549415975997e-28,9.724853879293758432e-31,5.845521558309818907e-28
5.732950000000001012e+01,1.016563121305215409e-30,9.244249898283657860e-31,1.614347993991290393e-30,9.127856950980025962e-31,2.272867706983612403e-30
5.812850000000000250e+01,1.016563121305215409e-30,9.848859372717563595e-31,1.451829700544236702e-30,9.127856950980025962e-31,5.373143663825030966e-29
5.892750000000000199e+01,1.016563121305215409e-30,9.244249898283657860e-31,2.194032343018830952e-29,9.127856950980025962e-31,2.917811232979071112e-29
5.972650000000000148e+01,1.016563121305215409e-30,1.010163425326049957e-30,1.318109617521422127e-30,9.127856950980025962e-31,1.515245137989074935e-30
6.052549999999999386e+01,1.016563121305215409e-30,9.974446109683956813e-31,8.146993616146987159e-30,9.127856950980025962e-31,1.043044859336698773e-29
6.132450000000000045e+01,1.016563121305215409e-30,9.244249898283657860e-31,2.057046468169509375e-30,9.127856950980025962e-31,7.075744742485637232e-30
6.212349999999999994e+01,1.016563121305215409e-30,9.848859372717563595e-31,2.272867706983612403e-30,9.127856950980025962e-31,5.113952340713127469e-30
6.372150000000000603e+01,1.016563121305203323e-30,9.244249898283547507e-31,2.555562061127097420e-30,9.127856950979915610e-31,3.149803691120644643e-30
6.531950000000000500e+01,1.016563121305203323e-30,9.848859372717446236e-31,1.927689510725165035e-30,9.127856950979915610e-31,2.272867706983585428e-30
6.691750000000001819e+01,1.016563121305203323e-30,9.974446109683839454e-31,1.573951894597338300e-30,9.127856950979915610e-31,1.809351000868901235e-30
6.931450000000000955e+01,1.016563121305203323e-30,9.848859372717446236e-31,1.301513499400338974e-30,9.127856950979915610e-31,1.422226085543666230e-30
7.171150000000000091e+01,1.016563121305203323e-30,9.244249898283547507e-31,1.161242736152626909e-30,9.127856950979915610e-31,1.252968409493867881e-30
7.490749999999999886e+01,1.016563121305203323e-30,9.724853879293644576e-31,1.089955459745744800e-30,9.127856950979915610e-31,1.132184765278499380e-30
7.890250000000000341e+01,1.016563121305203323e-30,9.244249898283547507e-31,1.036089670132920250e-30,9.012929489608737353e-31,1.076231995994180867e-30
8.289750000000000796e+01,1.003104587374046988e-30,9.007010965207999166e-31,1.035409300670238059e-30,8.781627025966237211e-31,1.061983490876971242e-30
8.769150000000000489e+01,9.104167589711593964e-31,8.599755935044023755e-31,1.026895029602302770e-30,8.174754491382481977e-31,1.066681117710213768e-30
9.408350000000001501e+01,9.104167589711571193e-31,8.278994048799433859e-31,9.761456974856315266e-31,8.071827398410614273e-31,9.885929208961513312e-31
1.012744999999999891e+02,9.104167589711590461e-31,7.970196244843303069e-31,9.397364856963683514e-31,7.672916275441215735e-31,9.638551951757375139e-31
1.092644999999999982e+02,7.460134311966437370e-31,7.319831509348270236e-31,7.603431539507907205e-31,7.136666143331111457e-31,9.079241451521593902e-31
1.196514999999999986e+02,7.460134311966437370e-31,6.783970853283831230e-31,8.414580212452579642e-31,6.614214417933572652e-31,8.630543749703774165e-31
1.308374999999999773e+02,7.460134311966437370e-31,6.052827634347729268e-31,7.700385929925879477e-31,5.901366717840541517e-31,7.798576624474753590e-31
1.452194999999999823e+02,7.460134311966437370e-31,5.005131924735452760e-31,7.507697887103179139e-31,4.409476278622380600e-31,7.700385929925879477e-31
1.619985000000000355e+02,5.488478839729331740e-31,0.000000000000000000e+00,7.486530185763034704e-31,0.000000000000000000e+00,7.581993920359030242e-31
